#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
536000,20884.087913345167,70107.37212952774,90991.4600428729,300.2681036224945
536100,20854.650413345167,70267.79580436816,91122.44621771332,300.9551941688565
536200,20748.314475845167,70165.38470313605,90913.69917898122,300.51657000961626
536300,20682.751975845167,70209.372512882,90892.12448872716,300.7049686874403
536400,20289.806663345167,70557.42559743999,90847.23226078515,302.1956712553115
536500,20849.908225845167,70277.32983208541,91127.23805793058,300.9960281686997
536600,21352.728538345167,69613.37695430964,90966.10549265481,298.1523347674395
536700,20669.189475845167,70403.20504335011,91072.39451919528,301.535148518407
536800,20983.298850845167,70208.99116972694,91192.29002057211,300.7033354043416
536900,20763.072288345167,70653.96186541312,91417.03415375829,302.6091336521267
537000,21053.587913345167,70189.35361187952,91242.94152522468,300.6192282402087
537100,21237.212913345167,70173.34399304632,91410.55690639149,300.55065944721673
537200,21069.853538345167,70448.48125979397,91518.33479813914,301.7290654095677
537300,20743.275413345167,70895.78849933948,91639.06391268465,303.6448710156713
537400,20842.611350845167,70821.93231786322,91664.54366870839,303.3285468563275
537500,20522.962913345167,70998.16602161294,91521.1289349581,304.08335135708
537600,21091.556663345167,70375.7373387781,91467.29400212326,301.41750503367535
537700,20723.181663345167,70644.27934657806,91367.46100992322,302.56766366857744
537800,21026.181663345167,70323.78600463271,91349.96766797788,301.1949987820407
537900,20716.689475845167,70643.80741844856,91360.49689429373,302.56564241232167
538000,20927.806663345167,70090.30657349527,91018.11323684044,300.1950122771554
538100,20662.533225845167,70049.35404810775,90711.88727395292,300.01961364555444
538200,20557.275413345167,70232.65864917508,90789.93406252025,300.80470262087744
538300,20580.923850845167,70160.89756605076,90741.82141689592,300.497351714844
538400,20439.681663345167,70237.27832558006,90676.95998892523,300.8244885782075
538500,20354.509788345167,70377.48653199244,90731.99632033761,301.4249967840204
538600,20846.869163345167,69947.03249459737,90793.90165794254,299.5813730169439
538700,20629.876975845167,69965.44133208878,90595.31830793395,299.6602176028347
538800,21044.134788345167,69677.1465341294,90721.28132247456,298.4254582667187
538900,20721.392600845167,69871.95318473969,90593.34578558485,299.25981022964396
539000,20544.587913345167,69991.80715000443,90536.3950633496,299.7731417348555
539100,20747.525413345167,69763.13361238805,90510.65902573321,298.79373875050373
539200,20624.291038345167,70087.01694293367,90711.30798127883,300.18092287257
539300,20826.150413345167,70028.47805992514,90854.6284732703,299.93020231558387
539400,20294.119163345167,70375.69036875141,90669.80953209658,301.41730386223765
539500,20538.744163345167,69882.82025480922,90421.56441815439,299.3063536162037
539600,20443.853538345167,69876.44092081627,90320.29445916144,299.27903108988073
539700,20897.103538345167,69804.41635113885,90701.51988948401,298.97055167759714
539800,20426.697288345167,69775.4293427678,90202.12663111297,298.8464010530782
539900,20625.392600845167,69626.25700171385,90251.64960255902,298.2074996850674
540000,20183.009788345167,70041.41426694347,90224.42405528863,299.98560776342015
540100,20507.462913345167,69888.75044113165,90396.21335447681,299.3317524544011
540200,20756.603538345167,69944.0669683218,90700.67050666697,299.5686717428274
540300,20885.720725845167,69759.73859434505,90645.45932019022,298.7791979739981
540400,20379.001975845167,70574.18112811167,90953.18310395684,302.26743476986286
540500,20656.181663345167,70381.08402403351,91037.26568737868,301.4404047515444
540600,20242.869163345167,70535.48181616177,90778.35097950694,302.1016865944895
540700,20924.728538345167,69937.92375572189,90862.65229406705,299.54236051846544
540800,20612.376975845167,69731.69998152892,90344.07695737408,298.65910930368034
540900,20201.462913345167,70520.43928872352,90721.90220206868,302.0372598295092
541000,20426.322288345167,70098.71841204492,90525.04070039009,300.23103996914506
541100,20253.103538345167,70060.75662001502,90313.86015836018,300.0684505729561
541200,20342.791038345167,70281.20498577657,90623.99602412173,301.0126253540562
541300,20429.439475845167,70223.6018525958,90653.04132844097,300.76591258994137
541400,20875.369163345167,69906.12060561171,90781.48976895688,299.40614843002544
541500,20867.158225845167,69906.93799808284,90774.096223928,299.40964930132856
541600,20907.166038345167,69804.9607284735,90712.12676681866,298.9728832319681
541700,20845.353538345167,69911.86520401808,90757.21874236324,299.4307523998671
541800,20497.158225845167,70138.79688450042,90635.95511034559,300.40269505412044
541900,20596.650413345167,69898.58601444028,90495.23642778545,299.3738779663938
542000,20804.970725845167,69526.20454481058,90331.17527065575,297.7789775398982
542100,20526.486350845167,69867.09315875731,90393.57950960248,299.2389948611462
542200,20571.931663345167,69555.32464559283,90127.256308938,297.9036981958519
542300,20584.603538345167,69854.39028352965,90438.99382187481,299.18458876747434
542400,20260.923850845167,70058.65720848273,90319.5810593279,300.05945884640334
542500,20179.259788345167,70277.31499986968,90456.57478821484,300.9959646426944
542600,20727.119163345167,69597.92387712747,90325.04304047264,298.0861496282783
542700,20537.041038345167,69654.72215652885,90191.76319487402,298.32941522399
542800,20354.962913345167,70099.68538312102,90454.64829646618,300.23518148183416
542900,21117.228538345167,69702.3346239503,90819.56316229547,298.5333382190641
543000,20863.806663345167,70046.71586831554,90910.52253166071,300.0083143881559
543100,20890.869163345167,69895.23819481814,90786.10735816331,299.35953933953226
543200,20549.337913345167,70256.93237183639,90806.27028518156,300.9086663617791
543300,20561.572288345167,70121.14938110393,90682.72166944909,300.3271112429237
543400,20203.962913345167,70237.81694496516,90441.77985831033,300.82679547142607
543500,20443.908225845167,69592.38696171856,90036.29518756372,298.0624351594678
543600,20673.033225845167,69580.3658380406,90253.39906388576,298.01094899045944
543700,19995.533225845167,70216.94708382018,90212.48030966535,300.7374103834029
543800,20414.259788345167,69768.32286109589,90182.58264944106,298.8159641716171
543900,20050.783225845167,70189.64780048438,90240.43102632955,300.6204882425709
544000,20629.275413345167,69509.7827664183,90139.05817976347,297.7086434779276
544100,20754.970725845167,69384.63689397229,90139.60761981746,297.17264686795454
544200,20286.423850845167,69630.60873408522,89917.03258493039,298.2261380448709
544300,20110.072288345167,70011.02855438273,90121.1008427279,299.85546652419396
544400,20526.345725845167,69749.32567026862,90275.67139611379,298.7345996832532
544500,20456.955100845167,69951.08761319797,90408.04271404314,299.5987409874609
544600,20697.244163345167,69545.83136704168,90243.07553038685,297.86303872365767
544700,20208.337913345167,69967.5212743138,90175.85918765896,299.6691259428363
544800,20376.712913345167,69533.28625208861,89909.99916543378,297.8093083132562
544900,19756.009788345167,70033.2445808826,89789.25436922777,299.95061720442226
545000,20809.822288345167,69180.96916637756,89990.79145472273,296.3003431361732
545100,20160.025413345167,69640.58156984369,89800.60698318886,298.26885144846847
545200,20237.259788345167,69815.86909083743,90053.1288791826,299.0196034723816
545300,19845.306663345167,70460.10191451153,90305.4085778567,301.77883638013617
545400,20960.541038345167,69690.26066121366,90650.80169955883,298.4816257417024
545500,20345.212913345167,70392.41904652468,90737.63195986985,301.48895236650355
545600,20895.564475845167,70067.2856637761,90962.85013962127,300.09641430243363
545700,20593.103538345167,70149.82500308193,90742.9285414271,300.4499282073882
545800,20578.884788345167,69985.00811080914,90563.8928991543,299.74402162175454
545900,20046.869163345167,70640.3513213885,90687.22048473367,302.550840035929
546000,19864.541038345167,70571.28027888224,90435.82131722741,302.25501050590094
546100,19699.978538345167,70462.40455876384,90162.383097109,301.7886985472943
546200,20476.212913345167,69334.64978275227,89810.86269609744,296.9585533334847
546300,20515.041038345167,69176.38240007451,89691.42343841968,296.2806981319783
546400,20808.916038345167,68555.61435373034,89364.53039207551,293.6219642727085
546500,20043.798850845167,69374.42592689805,89418.22477774322,297.1289135539477
546600,20253.564475845167,69056.58993270108,89310.15440854625,295.76763002068145
546700,19664.681663345167,69696.12810587522,89360.80976922039,298.50675585895135
546800,19752.072288345167,70181.82739137765,89933.89967972282,300.5869936279433
546900,20247.494163345167,69795.19478514348,90042.68894848865,298.9310559434147
547000,20763.744163345167,69563.37826672825,90327.12243007342,297.93819165170646
547100,20376.041038345167,69945.65982541256,90321.70086375772,299.57549390950487
547200,20340.439475845167,69914.20283095026,90254.64230679543,299.4407643969593
547300,20062.400413345167,70041.47603034042,90103.87644368559,299.98587229448896
547400,19959.353538345167,70105.50000641309,90064.85354475825,300.26008536649215
547500,19990.416038345167,70194.72901683272,90185.14505517788,300.64225096381784
547600,19959.533225845167,70312.79821291612,90272.33143876129,301.1479383477166
547700,20625.564475845167,69556.87769155018,90182.44216739535,297.91034985245074
547800,20402.322288345167,69830.30157479527,90232.62386314044,299.08141743654755
547900,20300.744163345167,70146.39720722241,90447.14137056758,300.4352470443225
548000,20737.939475845167,70088.88312050537,90826.82259635054,300.1889156639621
548100,20735.337913345167,69962.42772831558,90697.76564166075,299.64731041401046
548200,21180.166038345167,69468.6311098733,90648.79714821847,297.53239197260996
548300,20547.236350845167,70257.3441609377,90804.58051178287,300.91043004409653
548400,20538.744163345167,70492.89293426741,91031.63709761258,301.91927948931095
548500,20483.619163345167,70401.59832024015,90885.21748358532,301.5282669639197
548600,20702.189475845167,70095.45544922841,90797.64492507357,300.2170647818381
548700,21071.845725845167,70000.77003033401,91072.61575617918,299.8115295248669
548800,20992.212913345167,70089.3162150298,91081.52912837497,300.19077059686845
548900,21014.416038345167,70247.96751855948,91262.38355690465,300.87027012168414
549000,20837.861350845167,70706.583647769,91544.44499861417,302.83451141650846
549100,20992.978538345167,70399.59835596709,91392.57689431225,301.5197011674657
549200,20985.228538345167,70210.66442227084,91195.89296061601,300.71050190271364
549300,20480.705100845167,70700.08310385107,91180.78820469623,302.8066697511391
549400,20309.728538345167,70429.97332307528,90739.70186142044,301.6497963841901
549500,20629.236350845167,70275.06589391932,90904.30224476449,300.98633177873097
549600,20552.478538345167,70352.47560596513,90904.9541443103,301.317875619727
549700,20597.353538345167,69991.51760932428,90588.87114766944,299.7719016394375
549800,20446.150413345167,70229.90216561174,90676.05257895691,300.79289667141614
549900,20143.759788345167,70523.57688906835,90667.33667741352,302.0506980925171
550000,21029.955100845167,69450.20761100901,90480.16271185418,297.4534845924296
550100,20489.126975845167,69900.00537631102,90389.13235215619,299.3799570574271
550200,20030.673850845167,70510.76358931186,90541.43744015702,301.9958190533781
550300,20592.244163345167,69884.57499237376,90476.81915571893,299.3138691128605
550400,20738.744163345167,69715.33270487562,90454.07686822079,298.5890086712808
550500,20330.947288345167,69962.36589670135,90293.31318504651,299.6470455907688
550600,19814.853538345167,70390.74758419069,90205.60112253585,301.4817935355552
550700,20208.939475845167,70126.37461032998,90335.31408617515,300.34949076768754
550800,20630.837913345167,69868.1607846315,90498.99869797667,299.24356747579264
550900,20123.650413345167,70409.99302820163,90533.6434415468,301.5642212860329
551000,20323.923850845167,70474.07963325595,90798.00348410112,301.8387025963823
551100,20693.275413345167,70214.11989375716,90907.39530710233,300.72530159978976
551200,20443.478538345167,70603.22386279074,91046.7024011359,302.3918240687512
551300,20783.103538345167,70339.36787438137,91122.47141272653,301.26173553651034
551400,20430.798850845167,70455.89970485203,90886.69855569719,301.76083842233004
551500,20417.892600845167,70503.63126653945,90921.52386738462,301.9652714951365
551600,20843.634788345167,70151.17026259028,90994.80505093545,300.45568991987557
551700,21267.447288345167,69834.16461858153,91101.6119069267,299.0979627554873
551800,20604.455100845167,70476.18986598449,91080.64496682966,301.8477406698452
551900,20536.712913345167,70488.71651269146,91025.42942603663,301.90139198121517
552000,20916.353538345167,69956.40280914446,90872.75634748963,299.62150583741544
552100,20217.166038345167,70443.23442189745,90660.40046024261,301.70659333541414
552200,20171.314475845167,70238.62749694381,90409.94197278898,300.8302670450727
552300,20533.462913345167,69890.01993686706,90423.48285021223,299.337189672563
552400,20205.744163345167,69977.58615837432,90183.33032171949,299.7122335869861
552500,19976.134788345167,70138.88027644623,90115.0150647914,300.40305221971755
552600,20280.751975845167,70046.36332962941,90327.11530547458,300.00680447386986
552700,21317.462913345167,69295.41377097694,90612.87668432211,296.79050648631835
552800,20202.314475845167,70309.599598523,90511.91407436816,301.1342387630813
552900,20535.306663345167,70535.80387774389,91071.11054108906,302.1030659761091
553000,20263.494163345167,70534.64142326498,90798.13558661015,302.0980872129444
553100,20762.955100845167,70444.1092428139,91207.06434365906,301.7103401712976
553200,20673.111350845167,70129.32245286321,90802.43380370838,300.36211630278245
553300,20574.603538345167,70406.28897280619,90980.89251115135,301.5483569103543
553400,20412.275413345167,70467.782957118,90880.05837046317,301.8117340915641
553500,21198.791038345167,69846.6453531828,91045.43639152797,299.15141742646847
553600,20839.759788345167,70135.41832211468,90975.17811045985,300.3882247567791
553700,20326.384788345167,70738.99181040772,91065.37659875289,302.97331475832306
553800,20918.845725845167,70336.3600008788,91255.20572672397,301.2488528902905
553900,21086.837913345167,70252.9768905812,91339.81480392636,300.8917251354953
554000,21033.900413345167,70017.35864017054,91051.2590535157,299.88257812169843
554100,21107.869163345167,69928.0857901969,91035.95495354207,299.5002247606705
554200,20685.728538345167,70061.38227893878,90747.11081728394,300.07113025431977
554300,20393.775413345167,69986.689376381,90380.46478972616,299.75122243972294
554400,20524.556663345167,70104.31161875138,90628.86828209655,300.25499553216076
554500,20764.869163345167,69689.79491995834,90454.6640833035,298.47963098367245
554600,21143.806663345167,69288.3385050334,90432.14516837857,296.76020330103324
554700,20345.298850845167,70420.84786583809,90766.14671668326,301.6107122813909
554800,20627.408225845167,69993.4344975464,90620.84272339157,299.78011162326413
554900,20624.603538345167,69843.45987649617,90468.06341484134,299.13777411029827
555000,20294.837913345167,70043.29983711941,90338.13775046458,299.9936836128463
555100,20325.994163345167,70085.34961032774,90411.34377367291,300.1737817291427
555200,20245.173850845167,70018.84064451465,90264.01449535982,299.8889255088626
555300,20226.658225845167,69967.54399503348,90194.20222087865,299.6692232551047
555400,20496.923850845167,69911.13146232301,90408.05531316818,299.4276098027246
555500,20179.955100845167,70179.37484442536,90359.32994527053,300.57648943130835
555600,20366.572288345167,70128.33680221881,90494.90909056398,300.35789478597417
555700,19753.845725845167,70820.91632122081,90574.76204706597,303.3241953683764
555800,20947.666038345167,69868.02375195036,90815.68979029552,299.2429805682813
555900,20585.220725845167,69836.94711076841,90422.16783661357,299.1098800992262
556000,19808.525413345167,70959.68877447012,90768.21418781529,303.91855427966505
556100,20144.587913345167,70595.36077602254,90739.94868936771,302.3581466667778
556200,21182.189475845167,69572.45018530218,90754.63966114735,297.9770464497636
556300,20694.291038345167,69762.73350691888,90457.02454526405,298.7920251088877
556400,20204.900413345167,70343.96696975431,90548.86738309948,301.2814333458001
556500,20193.806663345167,70278.22093720827,90472.02760055344,300.99984474942784
556600,19923.267600845167,70456.16668265616,90379.43428350132,301.76198188152017
556700,20203.978538345167,70142.78253997536,90346.76107832053,300.41976551582513
556800,19906.181663345167,70508.87471884303,90415.0563821882,301.9877290688809
556900,20819.830100845167,69284.22443300067,90104.05453384583,296.74258283445585
557000,20505.322288345167,69659.03444960495,90164.35673795012,298.3478846662882
557100,20208.166038345167,70041.30710377311,90249.47314211828,299.98514878626895
557200,20107.455100845167,70227.76780022471,90335.22290106988,300.7837552383865
557300,20850.642600845167,69831.1852172357,90681.82781808087,299.0852020547954
557400,20431.056663345167,69836.17123790685,90267.22790125202,299.1065570553619
557500,20170.658225845167,70054.46793331299,90225.12615915816,300.04151628669007
557600,19746.533225845167,70473.03857116972,90219.57179701488,301.8342437537686
557700,20342.666038345167,70028.55972749856,90371.22576584373,299.9305520957376
557800,20326.697288345167,69950.37352902337,90277.07081736854,299.5956825829819
557900,20614.806663345167,69674.5937722642,90289.40043560936,298.4145248521436
558000,20286.947288345167,69816.08449523503,90103.0317835802,299.0205260439745
558100,19448.783225845167,70277.21813974436,89726.00136558953,300.9955497932248
558200,20273.072288345167,69599.74490758392,89872.81719592909,298.09394905571634
558300,19812.322288345167,69991.76268353779,89804.08497188296,299.77295128610234
558400,20085.416038345167,69733.28725981945,89818.70329816462,298.6659075764974
558500,19905.447288345167,69639.63529844722,89545.08258679238,298.2647985919841
558600,20310.025413345167,69456.17968454154,89766.2050978867,297.4790628324896
558700,19965.080100845167,69784.4559043767,89749.53600522186,298.8850615884
558800,20381.962913345167,69547.5591747933,89929.52208813847,297.8704388806061
558900,20595.869163345167,69484.04783552233,90079.9169988675,297.5984214190732
559000,20610.111350845167,69907.9592139218,90518.07056476697,299.4140231429666
559100,20485.384788345167,69923.0324371378,90408.41722548296,299.4785813771874
559200,20069.728538345167,70408.79591052001,90478.52444886518,301.5590940612468
559300,20543.244163345167,69967.41939001833,90510.6635533635,299.66868957497286
559400,21157.994163345167,69457.26532225171,90615.25948559688,297.48371259137446
559500,20301.884788345167,70453.35926661047,90755.24405495563,301.74995778952365
559600,20082.775413345167,70338.84938529145,90421.62479863662,301.2595148608375
559700,20519.837913345167,69818.60120410053,90338.4391174457,299.0313050444627
559800,19958.509788345167,70170.39355242718,90128.90334077235,300.5380227845855
559900,20424.712913345167,69595.29492431087,90020.00783765604,298.07488988978326
560000,19981.447288345167,70179.97113132314,90161.4184196683,300.57904331302683
560100,20250.447288345167,70133.04857108451,90383.49585942968,300.37807517298677
560200,20563.431663345167,69943.45486628311,90506.88652962827,299.56605012525995
560300,20682.095725845167,69836.54203794152,90518.63776378668,299.1081451825425
560400,20166.033225845167,70418.38492152117,90584.41814736633,301.6001635531058
560500,20855.478538345167,70105.41523437039,90960.89377271556,300.25972228997495
560600,20618.595725845167,69857.72599450778,90476.32172035295,299.1988755333196
560700,20224.072288345167,70524.73727512907,90748.80956347423,302.05566799669896
560800,20529.541038345167,70108.00221630652,90637.54325465168,300.2708022682493
560900,20248.236350845167,70283.12017945806,90531.35653030322,301.0208280802081
561000,20696.478538345167,70060.96350345341,90757.44204179858,300.069336649496
561100,20491.517600845167,70043.00890815491,90534.52650900008,299.9924375714414
561200,20213.134788345167,70244.6934961523,90457.82828449746,300.85624756642983
561300,20743.244163345167,70055.27333032852,90798.51749367369,300.0449657817599
561400,20648.384788345167,70309.58575034747,90957.97053869264,301.13417945169545
561500,21442.220725845167,69844.85141235602,91287.07213820118,299.14373402322985
561600,21024.619163345167,70099.41982418095,91124.03898752612,300.234044099603
561700,20122.322288345167,70941.48348297225,91063.80577131742,303.8405814761222
561800,20589.267600845167,70512.36978138587,91101.63738223104,302.002698333452
561900,20734.056663345167,70660.73140088096,91394.78806422613,302.63812740150837
562000,20493.572288345167,71194.89740045159,91688.46968879676,304.9259468823805
562100,21152.994163345167,70359.41510700888,91512.40927035405,301.34759732737626
562200,20442.408225845167,70981.88833909763,91424.2965649428,304.01363445410993
562300,21468.291038345167,69770.3856513619,91238.67668970706,298.82479905021165
562400,20425.720725845167,70670.66305634729,91096.38378219245,302.6806644309551
562500,21015.697288345167,70451.79378467693,91467.4910730221,301.74325286995304
562600,20582.806663345167,70816.32059550844,91399.12725885361,303.3045119912578
562700,21085.541038345167,69962.88758611633,91048.42862446149,299.6492799733531
562800,21032.478538345167,70101.93681389187,91134.41535223703,300.24482430294506
562900,20671.072288345167,70232.12468043645,90903.19696878162,300.8024156462602
563000,20324.962913345167,70522.77455683285,90847.73747017802,302.0472617238228
563100,20781.330100845167,70202.28480062261,90983.61490146778,300.67461219489894
563200,20822.572288345167,70174.21494293347,90996.78723127863,300.5543897035795
563300,20738.939475845167,70379.74671934685,91118.68619519201,301.4346771093574
563400,20885.642600845167,70233.54696528614,91119.1895661313,300.80850725633854
563500,20727.572288345167,70503.36012141767,91230.93240976284,301.9641101874302
563600,20824.337913345167,70450.34787642863,91274.6857897738,301.73706008145524
563700,21158.681663345167,70168.83850815822,91327.52017150339,300.53136256926854
563800,20959.783225845167,70288.74894440663,91248.5321702518,301.04493593827647
563900,20345.056663345167,70760.1729439171,91105.22960726227,303.0640330180189
564000,20969.056663345167,70530.05195145635,91499.10861480152,302.0784306211375
564100,21288.806663345167,70481.96869477257,91770.77535811774,301.872491247547
564200,21199.619163345167,70474.46110526752,91674.08026861268,301.84033643137025
564300,21204.205100845167,70280.40649081557,91484.61159166074,301.00920542031156
564400,21226.658225845167,70600.94353895367,91827.60176479883,302.38205749936765
564500,20696.337913345167,70732.09616400069,91428.43407734585,302.9437808789749
564600,20262.830100845167,71311.44755447749,91574.27765532266,305.4251282475244
564700,21311.291038345167,70295.40864520939,91606.69968355456,301.07345926856254
564800,21040.689475845167,70048.3295233068,91089.01899915197,300.01522563171574
564900,20419.048850845167,70739.53842430748,91158.58727515265,302.975655891846
565000,21075.400413345167,69948.85768678505,91024.25810013022,299.5891902689718
565100,20778.087913345167,70321.11766590958,91099.20557925475,301.183570354703
565200,20737.259788345167,70277.92816338036,91015.18795172553,300.9985908065196
565300,20669.603538345167,70489.8770599044,91159.48059824956,301.9063625756079
565400,20792.619163345167,70356.01586770639,91148.63503105156,301.3330384713228
565500,20264.697288345167,70695.1646612148,90959.86194955997,302.7856041855887
565600,20600.244163345167,70073.76439055614,90674.00855390131,300.12416252555255
565700,21095.166038345167,69599.61008091271,90694.77611925788,298.0933715964899
565800,20936.775413345167,69851.23291365849,90788.00832700366,299.1710658320847
565900,20403.072288345167,70454.60096295993,90857.6732513051,301.7552759436179
566000,21221.751975845167,69437.07105520321,90658.82303104838,297.39722105579824
566100,20684.767600845167,69962.59696282889,90647.36456367405,299.64803524115536
566200,20567.095725845167,69797.24926873972,90364.34499458488,298.93985524475244
566300,20168.744163345167,70025.50789199164,90194.25205533681,299.9174811613637
566400,20761.962913345167,69494.98926570825,90256.95217905342,297.64528328813276
566500,19612.111350845167,70739.64434501855,90351.75569586371,302.97610954757545
566600,19966.837913345167,70275.42291086889,90242.26082421406,300.9878608733062
566700,20022.642600845167,70183.46018470661,90206.10278555178,300.59398684051996
566800,20254.494163345167,70237.5839192227,90492.07808256787,300.8257974280583
566900,20399.681663345167,70102.9707287164,90502.65239206157,300.2492525340175
567000,20291.181663345167,70462.00245635025,90753.18411969542,301.78697635281566
567100,19912.462913345167,70856.22668150114,90768.6895948463,303.47542874936823
567200,20680.525413345167,70246.74924808834,90927.2746614335,300.8650523000349
567300,20558.564475845167,70629.09779359895,91187.66226944412,302.50264146071805
567400,20360.048850845167,70674.32465267461,91034.37350351978,302.69634695551764
567500,20507.587913345167,70426.64219916612,90934.23011251129,301.63552926464547
567600,20941.009788345167,70140.04357379442,91081.05336213959,300.40803459287
567700,20873.564475845167,70168.83154089609,91042.39601674126,300.53133272866086
567800,20206.947288345167,70596.1817456763,90803.12903402146,302.36166285906364
567900,20434.400413345167,70100.3457151819,90534.74612852707,300.23800966736815
568000,20451.306663345167,70222.7195904107,90674.02625375587,300.7621338832923
568100,20269.041038345167,70253.37628956093,90522.41732790609,300.89343575123496
568200,20479.361350845167,69889.75786062249,90369.11921146765,299.3360672066286
568300,20626.416038345167,69746.86062381603,90373.2766621612,298.72404195157424
568400,20498.587913345167,70029.50348752795,90528.09140087312,299.9345941961001
568500,20330.736350845167,69863.05867404584,90193.795024891,299.221715265055
568600,20052.517600845167,70134.12701970758,90186.64462055275,300.38269414119327
568700,20063.697288345167,70183.78458765382,90247.48187599899,300.5953762501471
568800,20085.798850845167,70522.78737264965,90608.58622349481,302.04731661364235
568900,20505.697288345167,70239.94788182806,90745.64517017323,300.8359222201734
569000,20529.705100845167,70347.03088894731,90876.73598979248,301.2945560342962
569100,20233.853538345167,70586.67242330778,90820.52596165295,302.320934671605
569200,20156.361350845167,70451.2163372878,90607.57768813297,301.7407796773741
569300,20787.087913345167,69788.23722881917,90575.32514216434,298.9012569054549
569400,20882.931663345167,69722.13316667243,90605.0648300176,298.6181348773482
569500,20698.548850845167,69841.46194670978,90540.01079755495,299.12921702749924
569600,20357.111350845167,70125.83260397258,90482.94395481775,300.34716936815215
569700,20507.775413345167,69857.7624614411,90365.53787478627,299.1990317202737
569800,20449.580100845167,69726.88593595754,90176.46603680271,298.63849086812127
569900,19778.009788345167,70216.64681228719,89994.65660063236,300.73612432801326
570000,20239.595725845167,69974.31962139677,90213.91534724194,299.6982430916377
570100,20161.087913345167,69733.39477298642,89894.48268633158,298.6663680526753
570200,20029.462913345167,69931.81432537967,89961.27723872484,299.5161939826598
570300,20230.619163345167,69927.10673215706,90157.72589550223,299.496031479821
570400,20151.853538345167,69791.466350456,89943.31988880117,298.91508715184426
570500,20667.916038345167,69373.9464709058,90041.86250925096,297.1268600560459
570600,20864.994163345167,69269.25232189498,90134.24648524015,296.67845766084895
570700,19958.908225845167,70314.08070893638,90272.98893478155,301.15343124577004
570800,20470.251975845167,69444.4832649806,89914.73524082577,297.42896736301105
570900,19924.314475845167,69665.85910816077,89590.17358400594,298.3771145064631
571000,19590.689475845167,70155.22289102181,89745.91236686698,300.47304722506124
571100,20407.697288345167,69279.6418760037,89687.33916434887,296.7229558586126
571200,20211.494163345167,69401.42368838587,89612.91785173104,297.24454428432256
571300,20108.041038345167,69492.92785922065,89600.96889756582,297.6364543362262
571400,19754.541038345167,69956.95820505125,89711.49924339642,299.6238845840526
571500,20490.556663345167,69755.39803361427,90245.95469695944,298.7606074620491
571600,20350.283225845167,69811.01598479878,90161.29921064395,298.998817741828
571700,20270.001975845167,69931.80208114535,90201.80405699051,299.5161415409135
571800,20750.845725845167,69571.77519845776,90322.62092430293,297.97415549816196
571900,20481.611350845167,69713.72100712825,90195.33235797341,298.58210581054715
572000,20170.916038345167,69836.06910166563,90006.9851400108,299.10611960842124
572100,20412.009788345167,69665.01281068684,90077.022599032,298.3734898357633
572200,19768.330100845167,70354.99119548104,90123.3212963262,301.3286498260692
572300,20161.087913345167,69442.43624592945,89603.52415927462,297.42020003213133
572400,20505.087913345167,69198.92082630604,89704.00873965121,296.3772296421121
572500,20036.603538345167,69399.21689334535,89435.82043169052,297.235092636917
572600,20115.861350845167,69230.70034627896,89346.56169712413,296.5133405232712
572700,19889.564475845167,69599.51046208572,89489.07493793088,298.0929449315706
572800,20162.494163345167,68938.98952552839,89101.48368887356,295.2639504478438
572900,19677.478538345167,69579.29244714696,89256.77098549213,298.0063516843803
573000,19691.697288345167,69415.52057737997,89107.21786572514,297.30492090373735
573100,19622.486350845167,69515.76751919801,89138.25387004318,297.73427602288297
573200,20094.166038345167,69162.96848209482,89257.13452043998,296.2232466601635
573300,19709.994163345167,69472.73823729716,89182.73240064233,297.549982695603
573400,19945.283225845167,69622.53367270669,89567.81689855186,298.19155276099673
573500,20213.017600845167,69482.09374403348,89695.11134487865,297.5900520945951
573600,19941.095725845167,69780.39916075254,89721.4948865977,298.86768665794824
573700,20064.267600845167,69563.06237223622,89627.32997308139,297.9368386835779
573800,19913.134788345167,69941.53437762638,89854.66916597154,299.55782472086287
573900,20249.009788345167,69669.86658181169,89918.87637015685,298.3942784148643
574000,19718.572288345167,70122.4277837663,89841.00007211146,300.3325866092288
574100,20214.228538345167,69586.1893303846,89800.41786872977,298.0358908610428
574200,20016.923850845167,69717.09893250791,89734.02278335308,298.59657337960755
574300,19905.447288345167,69779.6056307177,89685.05291906287,298.864287988857
574400,19676.103538345167,69883.9766911515,89560.08022949667,299.3113066038412
574500,20295.134788345167,69200.76374171581,89495.89853006098,296.38512280225234
574600,19609.564475845167,69756.83473706152,89366.39921290669,298.76676082661646
574700,19774.181663345167,69425.39994260497,89199.58160595014,297.34723397540154
574800,20039.166038345167,68965.46816821763,89004.6342065628,295.37735780551947
574900,19302.712913345167,69713.87182256323,89016.5847359084,298.58275174924495
575000,19881.455100845167,68858.37241531187,88739.82751615703,294.91866940151505
575100,19186.447288345167,69634.47207509633,88820.9193634415,298.2426846368171
575200,19712.236350845167,69336.68010015925,89048.91645100442,296.9672491316444
575300,19406.337913345167,69351.46688005375,88757.80479339891,297.030580536356
575400,20069.962913345167,68992.85771012906,89062.82062347422,295.4946665215505
575500,19927.759788345167,69471.27874476463,89399.0385331098,297.54373172595905
575600,19890.423850845167,69199.53053344041,89089.95438428558,296.3798410023648
575700,19852.142600845167,69287.95987258991,89140.10247343508,296.7585816278436
575800,20020.142600845167,69341.75344174635,89361.89604259151,296.9889781254879
