#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
575900,19720.181663345167,69875.24976442847,89595.43142777364,299.2739293971655
576000,20387.009788345167,69375.8583064914,89762.86809483657,297.13504839955806
576100,20408.681663345167,69011.37087969645,89420.05254304162,295.5739579590869
576200,20359.791038345167,69180.23702086828,89540.02805921345,296.29720737545404
576300,20450.478538345167,69378.44693544984,89828.92547379501,297.1461354319874
576400,20362.111350845167,69613.43271088274,89975.54406172791,298.1525735714335
576500,20507.470725845167,69501.75328098517,90009.22400683034,297.6742533946762
576600,20932.564475845167,68847.98903832352,89780.55351416869,294.87419766020184
576700,20126.181663345167,69981.5945882767,90107.77625162186,299.7294015909881
576800,20418.447288345167,69514.47632916551,89932.92361751068,297.7287458885947
576900,20824.205100845167,69224.50843898533,90048.7135398305,296.48682074076635
577000,20237.259788345167,69412.62019770639,89649.87998605156,297.29249865087127
577100,20350.228538345167,69513.57406832627,89863.80260667144,297.7248815282151
577200,20138.134788345167,69922.99110902613,90061.1258973713,299.47840436992925
577300,20373.775413345167,69734.55522192386,90108.33063526903,298.6713382261565
577400,20461.166038345167,69723.47055868898,90184.63659703414,298.62386289356687
577500,20324.962913345167,70056.85280128568,90381.81571463085,300.0517306159653
577600,20611.041038345167,70172.43293765001,90783.47397599518,300.5467574199714
577700,20590.291038345167,70022.21294637956,90612.50398472472,299.9033689925514
577800,20526.517600845167,69837.85003347392,90364.36763431909,299.11374729436227
577900,20183.337913345167,70161.01412272663,90344.3520360718,300.4978509241421
578000,20574.955100845167,69997.51340678218,90572.46850762735,299.7975814884705
578100,20468.509788345167,70047.99989669991,90516.50968504508,300.01381384928624
578200,20545.634788345167,70094.08848035894,90639.72326870411,300.21121008870557
578300,20970.080100845167,69660.52754799183,90630.607648837,298.3542795689573
578400,20286.017600845167,70059.32032117806,90345.33792202323,300.0622989413244
578500,20526.744163345167,69505.35663923249,90032.10080257765,297.6896864870134
578600,20454.759788345167,69488.5652851793,89943.32507352447,297.61776954182415
578700,20309.783225845167,69622.14877889887,89931.93200474404,298.1899042705419
578800,19994.830100845167,69598.10172902374,89592.9318298689,298.08691136345675
578900,19825.306663345167,70015.26364269876,89840.57030604393,299.87360530045527
579000,20339.634788345167,69373.09107013745,89712.72585848262,297.1231963961662
579100,19964.837913345167,69709.15134955966,89673.98926290483,298.56253408262967
579200,20560.916038345167,69184.47463453794,89745.3906728831,296.31535696774114
579300,19972.697288345167,69801.81841947441,89774.51570781958,298.9594248019131
579400,19512.541038345167,69946.97378015495,89459.51481850012,299.5811215444704
579500,19849.337913345167,69959.09572655289,89808.43363989805,299.6330395346413
579600,20681.392600845167,69188.3273088492,89869.71990969437,296.33185787448144
579700,20467.072288345167,69664.52418428287,90131.59647262804,298.37139706121985
579800,20430.650413345167,69938.59026724426,90369.24068058943,299.5452151704769
579900,20030.697288345167,70322.5078685637,90353.20515690887,301.1895245575482
580000,20156.376975845167,70305.27250159811,90461.64947744328,301.11570591627276
580100,20242.798850845167,70180.4710857342,90423.26993657937,300.5811846051384
580200,21081.580100845167,69468.49651906476,90550.07661990993,297.53181552357734
580300,20514.416038345167,69893.95872020914,90408.3747585543,299.3540593821068
580400,20257.384788345167,70102.86230730219,90360.24709564736,300.24878816783956
580500,21038.533225845167,69395.75028428901,90434.28351013418,297.22024523790986
580600,20463.947288345167,69993.22528457781,90457.17257292298,299.77921556940527
580700,20417.666038345167,70317.20335601782,90734.86939436299,301.1668054643286
580800,20660.416038345167,70368.3293593172,91028.74539766237,301.3857768448011
580900,21132.837913345167,69791.90689692576,90924.74481027093,298.9169740012441
581000,20207.126975845167,70715.13765804144,90922.2646338866,302.8711480263949
581100,20949.931663345167,69987.37314265035,90937.30480599552,299.75415099337977
581200,20627.697288345167,70064.1978180781,90691.89510642327,300.0831891373211
581300,20467.494163345167,70464.85051437281,90932.34467771798,301.7991745133723
581400,20747.822288345167,70041.22387266252,90789.04616100769,299.984792309525
581500,21009.087913345167,69678.24000783125,90687.32792117642,298.430141586958
581600,20649.509788345167,69892.4319752166,90541.94176356177,299.3475203718759
581700,20352.619163345167,70246.59297980042,90599.21214314559,300.86438300690577
581800,20346.322288345167,70107.00338684605,90453.32567519121,300.2665243069048
581900,20670.189475845167,69782.02712484112,90452.21660068628,298.87465918701037
582000,20928.892600845167,69689.03711529542,90617.92971614058,298.4763853254465
582100,20675.509788345167,69997.72726637777,90673.23705472294,299.7984974437154
582200,20222.720725845167,70255.87125937676,90478.59198522192,300.9041216439227
582300,20599.775413345167,70043.67158641224,90643.4469997574,299.9952758056755
582400,20583.666038345167,70036.49697998608,90620.16301833125,299.96454714761313
582500,20957.892600845167,69632.10957156774,90590.0021724129,298.23256609389097
582600,20205.205100845167,70581.43854402984,90786.643644875,302.2985180988874
582700,20616.931663345167,70182.44532640977,90799.37698975494,300.58964022807424
582800,20236.009788345167,70276.36886983644,90512.37865818161,300.9919123916654
582900,20925.666038345167,69303.44763357891,90229.11367192407,296.8249153168732
583000,20488.658225845167,69878.69466909068,90367.35289493584,299.2886838368009
583100,19928.416038345167,70240.487893983,90168.90393232816,300.83823507859
583200,20143.197288345167,70293.54660718516,90436.74389553032,301.06548420674767
583300,21079.400413345167,69741.9268589874,90821.32727233256,298.70291076146094
583400,20379.244163345167,70099.27343487926,90478.51759822443,300.2334171179222
583500,20610.517600845167,69646.5253216459,90257.04292249106,298.29430838727296
583600,20565.580100845167,69734.34518386703,90299.9252847122,298.67043863846555
583700,20701.541038345167,69710.4769624751,90412.01800082027,298.56821164925594
583800,20298.353538345167,69897.27463225974,90195.6281706049,299.36826134964565
583900,20125.150413345167,70151.2918072762,90276.44222062136,300.45621049269454
584000,20524.869163345167,69971.27530144597,90496.14446479114,299.68520434620086
584100,20556.955100845167,69805.04063961562,90361.99574046078,298.97322548937103
584200,20381.986350845167,69957.38851799583,90339.374868841,299.6257276035227
584300,20350.134788345167,70581.01160580269,90931.14639414786,302.2966895332468
584400,20483.033225845167,70484.5102760098,90967.54350185496,301.88337677577493
584500,20853.259788345167,69992.04471788206,90845.30450622723,299.7741592320735
584600,20719.353538345167,70051.34942437988,90770.70296272504,300.0281597917163
584700,20803.455100845167,70091.30696009682,90894.76206094198,300.19929690769584
584800,20705.470725845167,70073.1234471281,90778.59417297327,300.1214173810432
584900,19834.892600845167,70620.78547095833,90455.6780718035,302.4670399928526
585000,21186.103538345167,69384.05577785056,90570.15931619573,297.17015796228657
585100,20131.744163345167,70579.7413506502,90711.48551399537,302.2912490625207
585200,20609.298850845167,69995.03159641125,90604.33044725642,299.78695195735287
585300,20452.916038345167,69958.22637045686,90411.14240880203,299.6293161044456
585400,20071.095725845167,70194.05194793793,90265.1476737831,300.6393510948471
585500,20560.087913345167,69834.21427655406,90394.30218989923,299.0981754393291
585600,20432.931663345167,70142.74436952919,90575.67603287435,300.4196020327685
585700,20446.767600845167,70130.88785966998,90577.65546051515,300.368820900587
585800,20475.306663345167,70249.18656440475,90724.49322774992,300.87549126424125
585900,20317.376975845167,70064.64948992454,90382.02646576971,300.08512363642825
586000,20321.775413345167,70013.82901323168,90335.60442657684,299.86746081869256
586100,20338.236350845167,69898.24662299827,90236.48297384343,299.37242436142213
586200,20251.259788345167,69682.8652529004,89934.12504124557,298.44995139473593
586300,20512.611350845167,69873.45057815686,90386.06192900203,299.2662235278192
586400,21049.103538345167,69149.06767195114,90198.1712102963,296.16370984151126
586500,20128.197288345167,70376.60589419966,90504.80318254483,301.42122503460246
586600,20559.345725845167,69718.48653489235,90277.83226073752,298.6025164455634
586700,20606.509788345167,69594.46151097296,90200.97129931813,298.07132040151254
586800,20281.009788345167,69679.30628977064,89960.31607811581,298.4347084455656
586900,19759.150413345167,70282.24427834235,90041.39469168751,301.0170766178585
587000,20186.470725845167,70169.7841557106,90356.25488155577,300.53541275384435
587100,20319.009788345167,70113.91109626391,90432.92088460908,300.2961098518236
587200,20989.455100845167,69623.3044402469,90612.75954109206,298.1948539388986
587300,20664.181663345167,70369.76125453308,91033.94291787824,301.391909615835
587400,21015.697288345167,69813.40210964874,90829.09939799391,299.00903745427684
587500,20460.720725845167,70198.59961617598,90659.32034202115,300.6588286430174
587600,20955.228538345167,69579.45623181434,90534.68477015951,298.0070531699729
587700,20313.712913345167,70615.58911432698,90929.30202767215,302.4447841286825
587800,20583.986350845167,70254.01177540235,90837.99812624752,300.89615752103873
587900,20847.548850845167,69845.18390807556,90692.73275892073,299.14515809399643
588000,20309.814475845167,70419.40065898909,90729.21513483426,301.60451393101914
588100,20187.416038345167,70414.42099694326,90601.83703528842,301.5831861642841
588200,20680.712913345167,70085.11925922707,90765.83217257223,300.17279514119815
588300,20655.525413345167,69993.46094612934,90648.98635947451,299.7802249018767
588400,20653.634788345167,70094.11147209024,90747.74626043541,300.21130856170987
588500,20703.306663345167,69953.23043722252,90656.53710056769,299.60791864862125
588600,20545.322288345167,70202.26730996999,90747.58959831516,300.67453728287563
588700,20846.791038345167,70210.31452610018,91057.10556444534,300.70900330625454
588800,20666.681663345167,70476.80650850618,91143.48817185135,301.85038173418667
588900,21158.142600845167,69825.42145641427,90983.56405725944,299.06051601281416
589000,20138.595725845167,70878.71508680657,91017.31081265173,303.5717460211393
589100,20804.337913345167,70140.88143511451,90945.21934845968,300.41162313173606
589200,20661.642600845167,70240.70419747371,90902.34679831887,300.839161500976
589300,20751.806663345167,70013.44115938433,90765.24782272949,299.8657996504632
589400,20372.548850845167,70357.39388721343,90729.9427380586,301.3389404940569
589500,20694.541038345167,70012.19053034158,90706.73156868675,299.86044323786933
589600,20391.087913345167,70114.87181604281,90505.95972938798,300.3002245903648
589700,20835.072288345167,69772.18061321788,90607.25290156304,298.8324868264925
589800,20578.478538345167,70160.93052944512,90739.40906779029,300.49749289622923
589900,20970.306663345167,69900.6591726194,90870.96583596457,299.38275725049823
590000,21218.291038345167,69399.46986609849,90617.76090444365,297.2361761128275
590100,20563.759788345167,70158.29507824604,90722.0548665912,300.48620532532624
590200,20291.994163345167,70743.38575653383,91035.379919879,302.9921339185715
590300,20301.798850845167,70566.25835890207,90868.05720974723,302.23350174950076
590400,20721.041038345167,70280.59314795688,91001.63418630205,301.01000486813206
590500,21175.650413345167,69749.96811670437,90925.61853004954,298.7373512651066
590600,20980.259788345167,69790.01004793867,90770.26983628384,298.9088498449549
590700,20680.376975845167,70365.97398960427,91046.35096544944,301.3756888558272
590800,21110.767600845167,69612.97433635127,90723.74193719644,298.15061036489567
590900,20609.923850845167,70384.54618799035,90994.47003883551,301.4552331123026
591000,21212.822288345167,69621.13091300783,90833.953201353,298.18554477664617
591100,20189.869163345167,70518.48176353099,90708.35092687616,302.02887579856497
591200,21131.111350845167,69904.56596549833,91035.6773163435,299.39948994569664
591300,20794.072288345167,70510.72839074046,91304.80067908563,301.99566829878614
591400,20660.197288345167,70645.10242160084,91305.299709946,302.5711888781056
591500,20454.361350845167,70520.14471438248,90974.50606522764,302.03599817504875
591600,21028.783225845167,69816.1141409236,90844.89736676877,299.0206530157097
591700,20941.212913345167,69733.97997869435,90675.19289203951,298.66887447393754
591800,20768.634788345167,69784.37232870422,90553.00711704939,298.8847036359063
591900,20452.150413345167,70063.67124342464,90515.82165676981,300.08093383138385
592000,20875.767600845167,69888.77793714777,90764.54553799293,299.3318702191434
592100,20407.759788345167,70452.42466034787,90860.18444869303,301.7459548945131
592200,20971.197288345167,70001.30444744881,90972.50173579398,299.81381841986797
